N,District,Price,Rooms,Totsp,Livesp,Kitsp,Brick,Floor,Nfloors,Dist,Metrdist,Walk,Bal,Tel,New
7527,9,4050000,1,37.6,18.0,10.0,1,13,16,17.52,-,0,1,1,1
7528,9,4073396,1,46.1,-,-,1,3,9,25.53,15,0,0,-,0
7529,9,4078000,1,44.2,15.6,-,1,2,3,25.53,15,0,0,-,0
7530,9,4095420,1,40.0,-,-,1,7,7,18.67,10,1,1,-,0
7531,9,4095900,2,36.9,-,-,1,3,22,17.06,14,0,0,-,0
7532,9,4100000,2,50.0,28.0,14.2,1,1,3,44.05,20,0,0,-,0
7533,9,7850000,2,57.0,30.0,12.0,1,5,12,16.6,15,0,1,0,1
7534,9,3058587,1,26.8,13.6,5.0,1,5,9,17.57,8,0,1,-,0
7535,9,5975000,1,35.0,20.0,12.0,1,3,9,18.49,-,0,0,0,1
7536,9,4100000,1,38.0,18.0,10.0,0,1,3,27.29,-,0,0,-,1
7537,9,4100000,1,35.0,15.0,11.0,0,14,14,34.07,-,0,1,-,1
7538,9,4100000,2,53.7,30.4,10.4,1,4,5,28.93,15,0,1,-,0
7539,9,4111040,1,44.3,14.0,19.1,1,9,18,18.37,5,0,0,-,0
7540,9,4139710,1,34.7,17.7,8.7,1,10,18,18.37,5,0,0,-,0
7541,9,4145232,2,54.6,-,-,1,1,8,25.53,15,0,0,-,0
7542,9,4150000,1,47.7,35.0,12.2,1,4,25,17.46,15,0,1,0,1
7543,9,4152000,1,34.6,-,-,1,3,22,17.06,14,0,0,-,0
7544,9,4162200,2,42.0,26.8,6.7,1,14,18,18.37,5,0,0,-,0
7545,9,4171000,1,44.4,15.5,-,1,1,3,25.53,15,0,0,-,0
7546,9,4172400,2,36.6,-,-,1,17,22,17.06,14,0,0,-,0
7547,9,4178030,1,30.5,-,-,1,7,9,19.26,20,0,0,-,0
7548,9,4190000,1,38.0,18.0,12.0,1,4,18,17.52,-,0,1,-,1
7549,9,4190000,1,34.0,16.0,8.0,0,15,17,29.01,25,0,1,-,1
7550,9,4191000,2,38.1,-,-,1,11,22,17.06,14,0,0,-,0
7551,9,4200000,2,48.0,34.0,6.0,0,5,5,18.91,-,0,1,-,1
7552,9,4200000,1,37.4,16.0,10.5,0,4,17,28.79,20,0,1,-,0
7553,9,4202000,1,43.9,15.7,-,1,1,3,25.53,15,0,0,-,0
7554,9,4202670,1,45.2,17.2,13.7,1,17,17,15.99,15,0,1,-,0
7555,9,4207000,1,43.1,14.9,-,1,3,3,25.53,15,0,0,-,0
7556,9,4209506,1,30.8,-,-,1,5,9,19.26,20,0,0,-,0
7557,9,4211055,2,48.5,-,-,0,7,7,47.56,-,0,1,-,0
7558,9,4226000,1,44.1,42139.0,-,1,1,3,25.53,15,0,0,-,0
7559,9,4230000,1,44.0,20.0,12.0,0,6,18,17.52,-,0,1,-,1
7560,9,4238000,2,57.0,32.0,10.0,1,4,17,21.02,17,1,1,-,0
7561,9,4493440,2,47.0,27.0,-,1,3,16,16.51,15,0,1,-,0
7562,9,10000000,3,85.1,49.6,12.4,1,4,20,28.65,-,0,1,-,0
7563,9,1899444,1,23.4,18.4,5.0,1,1,3,27.76,18,0,1,1,1
7564,9,4238250,1,56.5,48.4,8.1,1,4,17,21.02,15,0,1,-,0
7565,9,4250000,1,41.3,18.0,11.0,1,13,18,17.52,-,0,1,1,1
7566,9,4249950,1,44.0,23.0,-,1,7,16,16.51,15,0,1,-,0
7567,9,4250000,1,33.0,24.3,-,1,1,3,17.56,15,1,1,0,1
7568,9,4250000,1,42.0,18.0,11.5,1,11,19,17.43,-,0,1,1,1
7569,9,4260120,1,39.0,19.0,-,1,13,16,16.51,15,0,1,-,0
7570,9,4280000,2,51.0,22.4,10.0,1,21,22,17.57,-,0,1,0,1
7571,9,4280400,1,34.8,17.5,8.6,1,4,18,18.37,5,0,0,-,0
7572,9,4290000,1,37.8,20.0,10.0,1,2,3,27.91,15,0,1,-,1
7573,9,4297800,2,37.7,23.3,5.2,1,10,22,17.06,14,0,0,-,0
7574,9,4299980,1,34.0,-,-,0,4,12,29.14,25,0,1,-,0
7575,9,4300000,1,35.1,16.0,8.5,1,1,3,17.5,15,1,1,-,0
7576,9,4300000,1,36.6,16.4,10.2,1,19,19,17.55,10,0,1,-,0
7577,9,4300000,1,38.0,38.0,-,0,1,3,27.77,-,0,0,0,1
7578,9,4300000,2,40.0,28.0,5.4,1,2,5,31.12,25,0,1,-,1
7579,9,4300000,1,40.9,18.0,14.0,1,4,18,17.52,15,0,0,-,0
7580,9,4300000,1,36.0,15.0,9.3,0,8,16,29.1,14,0,1,1,1
7581,9,4300000,1,37.5,18.0,10.0,1,4,12,17.2,7,0,1,-,1
7582,9,4306800,2,44.4,23.4,8.0,1,2,18,18.37,5,0,0,-,0
7583,9,4334400,2,38.7,-,-,1,3,22,17.06,14,0,0,-,0
7584,9,4341900,2,35.3,-,-,1,10,22,17.06,14,0,0,-,0
7585,9,4342620,1,46.0,26.0,-,1,2,16,16.51,15,0,1,-,0
7586,9,4350000,1,35.6,16.0,9.0,1,1,3,17.5,15,1,1,-,0
7587,9,4350000,1,35.6,16.0,9.0,1,1,3,17.56,15,1,1,0,1
7588,9,4350000,2,45.3,29.1,5.6,0,3,5,21.84,20,0,1,1,1
7589,9,7118962,2,55.3,-,-,1,3,24,19.0,20,0,0,-,0
7590,9,6200000,2,61.0,38.0,9.5,1,11,17,17.43,-,0,1,0,1
7591,9,2299666,1,26.6,25.1,-,1,1,3,17.69,-,0,0,1,1
7592,9,4350500,1,38.5,-,-,1,2,22,17.06,14,0,0,-,0
7593,9,4399430,1,35.8,-,-,0,16,17,29.14,25,0,1,-,0
7594,9,4400000,1,42.0,25.0,12.0,1,5,7,15.9,-,0,1,-,1
7595,9,4400000,1,42.2,20.0,10.0,1,4,16,15.76,-,0,1,-,1
7596,9,4400000,1,41.0,18.0,10.0,0,1,17,16.94,-,0,0,-,1
7597,9,4401900,2,43.8,22.8,7.1,1,18,18,18.37,5,0,0,-,0
7598,9,4411750,1,35.7,-,-,0,8,17,29.14,25,0,1,-,0
7599,9,4422000,1,44.0,13.4,18.0,1,18,18,18.37,5,0,0,-,0
7600,9,4433300,1,43.0,-,-,1,14,15,18.67,10,1,1,-,0
7601,9,4450221,2,48.1,-,-,0,4,7,47.56,-,0,1,-,0
7602,9,4469490,2,48.0,-,-,1,13,15,18.67,10,1,1,-,0
7603,9,4477440,2,50.9,29.5,8.7,1,2,6,17.55,10,0,1,-,0
7604,9,4477440,2,50.9,25.1,8.6,1,2,6,17.55,-,0,1,-,0
7605,9,4478170,2,53.7,-,-,0,7,7,47.56,-,0,1,-,0
7606,9,4481722,1,47.3,19.1,8.8,1,22,22,17.55,10,0,1,-,0
7607,9,4482135,2,47.4,19.2,5.0,1,4,4,17.55,10,0,1,-,0
7608,9,4493500,2,47.3,29.0,10.0,1,21,22,17.6,10,0,1,-,0
7609,9,4500000,2,57.0,-,-,1,6,8,30.08,50,1,1,0,1
7610,9,4500000,2,46.0,26.0,6.0,1,5,5,16.05,-,0,1,1,1
7611,9,4500000,1,36.0,16.0,9.0,1,3,17,17.56,15,1,1,0,1
7612,9,4500000,2,63.0,36.0,12.0,0,21,22,17.57,-,0,1,0,1
7613,9,4500000,2,45.0,30.0,7.0,1,2,9,16.41,10,0,1,0,1
7614,9,4500000,1,37.8,19.1,7.5,0,3,17,29.64,-,0,1,0,1
7615,9,4500000,2,46.4,29.1,8.0,0,2,9,18.26,15,1,0,-,0
7616,9,4500000,3,67.1,42.1,8.2,1,3,4,28.57,-,0,1,-,0
7617,9,10400000,3,78.0,45.0,13.0,0,13,17,28.02,-,0,1,0,1
7618,9,4899000,2,65.3,35.0,10.5,1,15,18,17.45,15,0,1,-,0
7619,9,3837600,2,31.2,-,-,1,21,22,17.06,14,0,0,-,0
7620,9,4521349,1,47.3,19.1,8.8,1,18,22,17.6,10,0,1,-,0
7621,9,4529900,1,46.7,24.4,10.2,1,3,18,18.37,5,0,0,-,0
7622,9,4538360,2,56.3,29.0,9.4,1,6,6,17.6,10,0,1,-,0
7623,9,4550000,1,34.0,16.0,8.0,0,15,17,28.94,15,0,1,0,1
7624,9,4550000,1,36.5,16.7,8.0,1,3,3,17.46,15,1,1,-,1
7625,9,4550000,1,36.0,16.0,8.0,0,14,17,17.6,15,1,1,0,1
7626,9,4550000,1,40.0,17.0,11.0,1,1,9,26.87,20,1,1,-,0
7627,9,4559247,1,45.9,-,-,1,21,22,17.55,10,0,1,-,0
7628,9,4561000,1,49.5,17.6,-,1,1,3,25.53,15,0,0,-,0
7629,9,4569180,2,45.9,23.0,9.0,1,21,22,17.43,10,0,1,-,0
7630,9,4573000,1,49.6,20.2,-,1,1,3,25.53,15,0,0,-,0
7631,9,4590000,4,117.1,66.0,27.0,1,5,5,28.53,15,0,0,-,0
7632,9,4590000,2,42.0,30.0,6.0,0,3,5,30.86,30,0,1,-,1
7633,9,4599000,1,27.0,11.0,8.0,1,19,25,17.65,15,0,0,0,1
7634,9,4600000,2,44.6,30.0,6.0,0,5,5,21.62,-,0,1,-,1
7635,9,4600000,1,42.0,18.0,9.0,0,6,17,29.32,20,0,1,-,1
7636,9,4600000,1,37.0,15.0,9.0,0,16,17,30.34,-,0,1,-,1
7637,9,4602000,2,39.0,22.5,4.0,1,17,24,17.06,14,0,0,-,0
7638,9,4614400,2,56.0,-,-,1,7,12,18.67,10,1,1,-,0
7639,9,4620686,2,53.0,-,-,1,2,6,18.67,10,1,1,-,0
7640,9,4624800,2,37.6,22.5,5.2,1,17,24,17.06,14,0,0,-,0
7641,9,4625600,2,49.6,27.7,5.8,1,8,11,28.69,25,0,1,-,0
7642,9,4648800,2,52.5,25.1,10.5,1,1,12,28.69,25,0,1,-,0
7643,9,4650000,1,40.6,23.4,9.4,1,9,17,17.51,10,0,1,1,1
7644,9,4650000,3,65.0,37.0,12.0,1,6,12,29.87,10,0,1,-,1
7645,9,4499000,1,36.0,16.0,9.0,0,15,22,29.87,-,0,1,0,1
7646,9,4428000,1,36.0,16.0,9.0,1,3,3,17.5,15,1,1,-,0
7647,9,14499000,3,135.1,80.0,20.0,0,9,9,18.43,10,0,1,-,1
7648,9,4650000,1,31.2,15.7,7.2,1,7,11,17.12,7,0,0,-,0
7649,9,4664800,2,39.2,-,-,1,12,22,17.06,14,0,0,-,0
7650,9,4667520,1,33.0,24.3,-,1,2,3,17.5,15,1,1,-,0
7651,9,4667520,1,33.0,24.3,-,1,2,3,17.56,15,1,1,0,1
7652,9,4672080,2,57.0,-,-,1,7,12,18.67,10,1,1,-,0
7653,9,4677520,1,47.2,23.7,9.8,1,8,18,18.37,5,0,0,-,0
7654,9,4681530,2,49.5,26.9,10.0,0,3,6,17.56,-,0,1,-,0
7655,9,4700000,2,57.0,44.0,10.0,1,13,17,21.02,-,0,1,-,0
7656,9,4700000,2,59.0,-,-,1,10,15,18.67,10,1,1,-,0
7657,9,4700000,3,63.0,45.0,7.0,1,2,5,19.18,-,0,1,-,1
7658,9,4700000,2,43.9,27.5,6.0,1,2,5,16.55,-,0,1,-,1
7659,9,4700000,1,35.0,18.0,10.0,0,10,12,16.93,10,0,1,0,1
7660,9,4700080,2,53.4,28.4,9.3,0,3,13,17.56,-,0,1,-,0
7661,9,4710420,2,54.9,30.1,11.9,1,3,18,18.37,5,0,0,-,0
7662,9,4720000,2,40.0,20.7,9.2,1,12,24,17.06,14,0,0,-,0
7663,9,4724720,2,47.0,27.0,-,1,11,16,16.51,15,0,1,-,0
7664,9,4735000,1,52.2,16.6,-,1,2,3,25.53,15,0,0,-,0
7665,9,4750949,2,61.9,-,-,1,4,7,25.53,15,0,0,-,0
7666,9,4752880,2,54.0,31.2,9.0,0,13,13,17.56,-,0,1,-,0
7667,9,4760800,2,54.1,31.2,9.0,0,9,13,17.56,-,0,1,-,0
7668,9,4775400,2,37.9,23.8,5.2,1,24,24,17.06,14,0,0,-,0
7669,9,4790000,1,38.8,19.0,10.5,1,6,22,17.49,24,1,1,-,1
7670,9,4794000,1,47.0,23.7,9.8,1,15,18,18.37,5,0,0,-,0
7671,9,4800000,2,40.1,32.0,7.0,1,1,3,30.11,15,0,1,-,1
7672,9,4800000,2,56.0,34.4,11.0,1,2,2,15.76,-,0,1,-,1
7673,9,2279000,1,32.0,31.4,-,1,3,4,28.93,-,0,0,-,0
7674,9,9800000,3,76.8,42.0,12.0,0,12,17,17.59,20,1,1,0,1
7675,9,8000000,2,74.0,36.0,14.0,1,10,17,16.6,15,0,1,0,1
7676,9,4809160,2,50.0,-,-,1,5,7,18.67,10,1,1,-,0
7677,9,4815140,2,47.3,29.8,6.1,1,2,18,18.37,5,0,0,-,0
7678,9,4836000,1,37.2,16.0,9.0,1,3,3,17.56,15,1,1,0,1
7679,9,4837411,2,52.5,-,-,0,7,7,47.56,-,0,1,-,0
7680,9,4838360,2,56.3,29.0,9.4,1,4,13,17.55,10,0,1,-,0
7681,9,4838360,2,56.3,28.9,9.4,1,7,13,17.55,10,0,1,-,0
7682,9,4847550,2,57.0,33.0,6.0,1,10,17,21.02,-,0,1,-,0
7683,9,4847550,2,57.0,32.0,12.0,1,10,17,21.07,15,0,1,-,0
7684,9,4850000,1,41.0,21.5,12.0,0,2,3,27.66,15,0,1,0,1
7685,9,4850000,1,36.0,16.0,8.5,0,11,24,29.87,15,0,1,-,1
7686,9,4867200,2,46.8,39.8,6.1,1,7,18,18.37,5,0,0,-,0
7687,9,4880740,2,55.4,27.7,11.0,1,9,18,18.37,5,0,0,-,0
7688,9,4890000,2,65.3,34.9,10.8,1,15,17,17.39,-,0,1,-,0
7689,9,4892800,2,56.0,-,-,1,7,14,18.67,10,1,1,-,0
7690,9,4895200,2,42.2,22.8,6.1,1,10,22,17.06,14,0,0,-,0
7691,9,4900000,1,38.5,20.0,8.0,0,17,17,28.55,-,0,1,0,1
7692,9,4900000,2,47.0,33.4,7.6,1,9,14,33.96,23,0,1,-,0
7693,9,4922400,2,56.2,27.0,11.8,1,3,11,28.69,25,0,1,-,0
7694,9,4928400,2,44.4,-,-,1,9,22,17.06,14,0,0,-,0
7695,9,4936400,2,41.0,25.3,9.4,1,12,24,17.06,14,0,0,-,0
7696,9,4943840,2,58.0,-,-,1,9,12,18.67,10,1,1,-,0
7697,9,4950000,1,40.0,19.0,10.0,0,6,17,30.47,15,0,1,-,1
7698,9,4950000,1,47.3,20.0,16.0,1,12,15,18.3,15,0,1,-,1
7699,9,4950000,1,37.6,18.6,10.5,1,14,17,17.47,5,0,1,-,0
7700,9,4950000,1,37.6,18.6,10.5,0,14,17,17.51,10,0,1,-,1
7701,9,2180335,1,23.0,-,-,1,9,15,18.67,10,1,1,-,0
7702,9,3881628,2,45.7,25.7,5.0,1,3,10,29.14,25,0,1,-,0
7703,9,4428000,1,36.0,16.0,9.0,1,3,3,17.5,15,1,1,-,0
7704,9,4950120,2,58.0,-,-,1,14,15,18.67,10,1,1,-,0
7705,9,4964800,2,46.4,29.1,8.0,1,4,18,18.37,5,0,0,-,0
7706,9,4979520,1,38.0,17.5,8.0,1,3,3,17.5,15,1,1,-,0
7707,9,4979520,1,38.0,17.5,8.0,1,3,3,17.56,15,1,1,0,1
7708,9,4985200,2,41.2,21.6,9.3,1,12,22,17.06,14,0,0,-,0
7709,9,4990000,1,41.0,18.0,9.0,0,11,16,17.85,3,0,1,0,1
7710,9,4990000,2,46.0,33.0,6.0,0,5,5,16.04,-,0,1,0,1
7711,9,4999000,1,43.1,18.0,10.0,0,2,25,29.4,20,0,1,0,1
7712,9,5000000,2,55.0,33.0,9.5,0,4,17,30.86,10,0,1,-,1
7713,9,5000000,1,47.0,20.0,10.0,1,6,12,19.09,-,0,1,-,1
7714,9,5000000,1,38.7,18.0,9.0,0,17,18,30.26,10,0,1,0,1
7715,9,5000000,1,47.0,23.0,11.0,1,7,9,17.8,20,0,1,-,1
7716,9,5000000,2,64.5,29.0,10.4,1,8,18,17.53,-,0,1,-,1
7717,9,5000000,1,40.5,19.0,10.0,1,13,17,17.52,-,0,1,0,1
7718,9,5000000,2,49.0,28.0,9.0,0,2,5,16.95,-,0,1,0,1
7719,9,5000000,1,38.5,18.4,11.2,1,5,16,17.49,15,1,1,-,1
7720,9,5000000,1,34.0,12.0,8.0,0,15,16,17.62,12,1,1,0,1
7721,9,5000000,1,41.9,19.1,8.1,1,2,3,16.99,20,1,1,0,1
7722,9,5000000,1,32.0,18.0,8.0,1,21,25,17.53,-,0,0,0,1
7723,9,5000000,1,42.0,18.0,10.0,1,9,12,16.75,-,0,1,-,1
7724,9,5003000,1,42.4,14.9,-,1,2,3,25.53,15,0,0,-,0
7725,9,5003480,2,58.2,32.7,10.4,1,2,6,17.55,-,0,1,-,0
7726,9,5003480,2,58.2,32.7,10.4,0,2,6,17.56,-,0,1,-,0
7727,9,5005000,1,38.5,17.3,9.3,1,3,3,17.5,15,1,1,-,0
7728,9,5007600,2,42.8,24.3,9.4,1,3,22,17.06,14,0,0,-,0
7729,9,2460000,3,66.9,34.0,25.0,1,5,5,29.17,20,0,0,-,0
7730,9,14499000,3,135.1,80.0,20.0,0,9,9,18.43,10,0,1,-,1
7731,9,3500000,1,27.0,15.0,4.8,0,24,24,17.88,-,0,0,-,0
7732,9,5007807,2,54.8,29.8,10.5,0,4,4,17.56,-,0,1,-,0
7733,9,5011200,2,58.7,27.7,11.8,1,11,11,28.69,25,0,1,-,0
7734,9,5015710,2,55.0,-,-,1,14,14,18.67,10,1,1,-,0
7735,9,5025696,2,65.4,-,-,0,2,7,47.56,-,0,1,-,0
7736,9,5032000,1,38.0,18.0,11.0,1,11,24,19.13,5,0,1,-,0
7737,9,5032000,1,37.6,20.0,11.0,1,10,25,19.21,5,0,1,-,0
7738,9,5036160,2,52.0,-,-,1,5,9,18.67,10,1,1,-,0
7739,9,5045940,2,58.0,38.0,-,1,2,16,16.51,15,0,1,-,0
7740,9,5048338,2,69.0,-,-,1,2,15,18.67,10,1,1,-,0
7741,9,5054700,2,50.0,-,-,1,5,11,18.67,10,1,1,-,0
7742,9,5061060,2,54.4,34.5,6.9,1,9,17,15.99,15,0,1,-,0
7743,9,5096250,2,68.0,33.0,6.0,1,6,17,21.02,15,0,1,-,0
7744,9,5098339,2,62.6,-,-,0,1,7,47.56,-,0,0,-,0
7745,9,5100000,1,38.8,19.8,7.0,0,16,17,28.76,50,1,1,1,1
7746,9,5100000,1,52.0,52.0,-,1,6,7,15.9,-,0,1,-,1
7747,9,5100000,1,42.0,20.0,10.0,0,8,14,28.96,-,0,1,-,1
7748,9,5100000,1,38.5,17.3,12.0,0,5,14,21.8,-,0,1,-,1
7749,9,5100000,1,48.0,18.0,17.0,1,1,3,27.85,-,0,1,0,1
7750,9,5100000,2,60.0,31.0,6.5,1,5,19,29.7,15,0,1,-,0
7751,9,5100000,1,46.0,21.9,12.6,1,9,24,29.87,20,0,1,-,1
7752,9,5100000,1,34.1,15.3,9.0,0,8,17,17.62,20,1,1,0,1
7753,9,5100000,1,48.0,31.0,13.0,1,2,14,16.74,10,0,1,-,1
7754,9,5100000,1,42.0,16.5,11.0,1,12,17,18.19,10,0,1,0,1
7755,9,5100000,3,56.5,35.4,6.0,1,5,5,16.75,10,0,1,1,1
7756,9,5100000,1,38.5,17.3,9.0,0,9,14,17.7,10,0,1,-,1
7757,9,3500000,1,27.0,15.0,4.8,0,24,24,17.88,-,0,0,-,0
7758,9,2636712,2,31.3,-,-,1,5,8,25.53,15,0,0,-,0
7759,9,2180335,1,23.0,-,-,1,9,15,18.67,10,1,1,-,0
7760,9,5100000,1,38.3,17.3,9.0,0,9,14,17.7,10,0,1,0,1
7761,9,5100000,1,32.0,15.0,10.0,1,15,25,17.6,-,0,0,0,1
7762,9,5125120,1,38.5,17.3,9.3,1,2,3,17.56,15,1,1,0,1
7763,9,5134760,2,54.8,-,-,1,2,18,18.37,5,0,0,-,0
7764,9,5135000,2,50.0,-,-,1,6,6,18.67,10,1,1,-,0
7765,9,5150000,1,40.6,20.0,12.0,0,5,14,21.8,15,0,1,-,1
7766,9,5154400,3,68.0,48.0,-,1,1,16,16.51,15,0,1,-,0
7767,9,5169360,2,61.5,31.8,11.7,1,6,10,17.55,10,0,1,-,0
7768,9,5169360,2,61.5,31.8,11.7,0,8,10,17.56,-,0,1,-,0
7769,9,5173600,3,44.6,31.0,4.5,1,2,24,17.06,14,0,0,-,0
7770,9,5175980,2,51.0,-,-,1,9,9,18.67,10,1,1,-,0
7771,9,5187000,1,42.0,21.0,10.0,1,5,14,16.72,15,0,1,0,1
7772,9,5189000,1,42.0,22.6,8.6,1,5,14,16.72,15,0,1,0,1
7773,9,5196800,2,44.8,25.3,9.4,1,2,22,17.06,14,0,0,-,0
7774,9,5199000,1,39.2,20.0,10.0,1,18,24,29.45,-,0,1,-,1
7775,9,5199000,1,38.0,19.0,9.0,1,9,17,17.49,24,1,1,-,1
7776,9,5200000,2,68.0,40.5,6.0,1,11,17,21.02,-,0,1,-,0
7777,9,5200000,2,64.0,25.0,20.0,1,7,7,47.56,-,0,1,-,0
7778,9,5200000,2,65.0,33.0,10.0,1,15,24,17.53,15,0,1,-,1
7779,9,5200000,1,38.5,26.4,8.3,0,6,17,30.16,10,0,1,-,0
7780,9,5200000,1,45.0,20.0,11.0,1,9,17,18.17,-,0,1,0,1
7781,9,5200000,1,41.6,19.0,10.0,0,6,17,30.13,15,0,1,0,1
7782,9,5200000,2,64.0,38.0,11.0,0,2,17,25.69,5,0,1,-,0
7783,9,5200000,1,52.0,21.0,15.0,1,5,12,17.2,-,0,1,-,0
7784,9,5200000,1,45.0,20.5,14.8,1,9,17,18.2,15,0,1,0,1
7785,9,2279000,1,32.0,31.4,-,1,3,4,28.93,-,0,0,-,0
7786,9,4700000,2,40.2,28.0,8.0,1,12,12,17.71,15,0,0,-,1
7787,9,3990000,1,38.0,17.0,12.0,1,11,19,17.43,-,0,1,0,1
7788,9,5201680,2,51.0,-,-,1,9,9,18.67,10,1,1,-,0
7789,9,5214200,2,58.5,30.3,12.0,1,6,12,28.68,25,0,1,-,0
7790,9,5216430,1,42.4,-,12.8,1,2,9,26.94,10,0,0,-,0
7791,9,5223620,1,37.6,-,10.1,1,9,9,26.94,10,0,0,-,0
7792,9,5226000,1,40.2,-,13.2,1,4,9,26.94,10,0,0,-,0
7793,9,5238578,2,69.0,-,-,1,2,7,18.67,10,1,1,-,0
7794,9,5247900,1,35.7,16.0,9.0,1,2,3,17.5,15,1,1,-,0
7795,9,5250000,1,44.6,23.0,10.0,0,13,25,29.4,10,0,1,-,1
7796,9,5250000,2,43.8,29.3,7.2,0,2,5,15.99,10,0,1,1,1
7797,9,5250000,1,40.0,20.0,10.0,1,12,17,20.97,10,0,1,0,1
7798,9,5250000,1,42.0,19.0,10.0,0,5,17,17.74,20,1,1,-,1
7799,9,5260000,2,57.5,36.1,9.6,1,2,19,17.55,10,0,1,-,0
7800,9,5285904,1,39.4,16.0,8.5,1,2,3,17.5,15,1,1,-,0
7801,9,5290000,2,68.0,40.5,6.0,0,16,17,20.97,-,0,1,0,1
7802,9,5292436,2,59.8,-,-,0,4,7,47.56,-,0,1,-,0
7803,9,5294016,1,40.4,16.0,9.0,1,3,3,17.56,15,1,1,0,1
7804,9,5295500,1,44.5,-,12.7,1,4,9,26.94,10,0,0,-,0
7805,9,5298780,1,37.6,-,10.1,1,8,9,26.94,10,0,0,-,0
7806,9,5300000,1,34.1,22.0,8.0,1,16,25,16.8,15,0,0,-,1
7807,9,5300000,1,39.0,18.0,12.0,1,8,14,16.67,8,0,1,-,1
7808,9,5300000,1,46.0,23.0,11.5,1,2,9,18.01,15,0,1,0,1
7809,9,5300000,1,34.2,23.0,10.0,0,15,25,17.53,-,0,0,-,1
7810,9,5300000,3,52.4,35.0,6.0,0,2,5,42.49,-,0,1,-,1
7811,9,5300000,1,40.0,18.0,10.0,1,1,3,17.75,26,1,1,0,1
7812,9,5300000,1,45.0,19.3,11.0,1,12,25,16.85,-,0,1,-,1
7813,9,3590661,1,25.9,-,-,1,3,24,19.0,20,0,0,-,0
7814,9,3837600,2,31.2,-,-,1,21,22,17.06,14,0,0,-,0
7815,9,2299222,1,26.2,26.0,-,1,1,3,17.32,16,1,0,1,1
7816,9,5300000,1,48.8,18.1,10.0,1,3,14,17.51,15,0,1,-,1
7817,9,5300000,2,53.0,33.0,8.0,0,2,5,20.02,-,0,1,0,1
7818,9,5300000,2,40.0,25.0,5.0,0,5,12,16.11,15,0,1,-,1
7819,9,5300000,1,52.0,20.0,14.0,1,1,9,18.42,7,0,1,0,1
7820,9,5300000,1,39.0,18.1,8.5,0,14,17,30.14,15,0,1,0,1
7821,9,5300000,1,47.2,33.0,13.5,1,12,14,16.85,-,0,0,0,1
7822,9,5300000,1,52.3,17.3,17.0,1,10,14,16.6,-,0,1,0,1
7823,9,5300000,1,47.2,20.0,10.0,1,11,25,16.63,-,0,1,0,1
7824,9,5300000,2,57.0,33.5,9.5,1,13,16,15.76,15,0,1,0,1
7825,9,5300000,2,46.9,30.6,6.3,1,5,5,16.9,-,0,1,1,1
7826,9,5310151,2,64.0,-,-,1,2,12,18.67,10,1,1,-,0
7827,9,5317038,3,76.7,-,-,0,1,7,47.56,-,0,0,-,0
7828,9,5319000,1,47.3,16.8,16.3,1,14,18,18.37,5,0,0,-,0
7829,9,5324400,2,45.9,-,-,1,14,22,17.06,14,0,0,-,0
7830,9,5331200,1,44.8,-,12.1,1,8,9,26.94,10,0,0,-,0
7831,9,5338757,3,68.4,-,-,1,8,8,25.53,15,0,0,-,0
7832,9,5342367,2,72.2,-,-,1,1,7,25.53,15,0,0,-,0
7833,9,5350000,1,47.0,24.0,12.0,1,11,17,16.98,10,0,1,-,1
7834,9,5350000,1,47.0,24.0,12.0,1,11,17,18.2,10,0,1,-,1
7835,9,5350000,3,67.0,42.0,10.0,1,4,4,28.57,15,0,1,-,0
7836,9,5350000,1,45.3,19.2,12.9,1,17,18,18.3,15,0,1,-,1
7837,9,5372000,1,40.1,20.0,10.0,1,12,25,18.95,5,0,1,-,0
7838,9,5372000,1,41.0,13.0,13.0,1,10,25,19.15,5,0,1,-,0
7839,9,5372000,1,40.0,21.0,12.0,1,10,25,19.21,5,0,1,-,0
7840,9,5372739,1,40.1,-,-,1,23,24,19.0,20,0,0,-,0
7841,9,6400000,2,53.0,27.0,9.0,0,2,3,17.52,-,0,1,0,1
7842,9,3400000,1,47.0,26.0,10.0,1,7,17,21.02,17,1,1,-,0
7843,9,2096640,1,25.2,-,-,1,4,7,25.53,15,0,0,-,0
7844,9,5385000,2,59.2,-,-,1,1,3,25.53,15,0,0,-,0
7845,9,5385600,1,37.4,17.6,8.0,1,3,3,17.5,15,1,1,-,0
7846,9,5390000,1,46.5,23.0,11.6,1,7,12,18.01,20,0,1,-,1
7847,9,5396600,1,44.6,-,11.4,1,5,9,26.94,10,0,0,-,0
7848,9,5400000,2,58.0,31.0,10.0,0,2,12,28.63,20,0,1,0,1
7849,9,5400000,2,63.0,35.0,9.0,1,4,22,17.55,-,0,1,0,1
7850,9,5400000,3,65.2,43.0,7.5,1,4,9,42.52,-,0,1,1,1
7851,9,5400000,2,56.0,33.0,10.0,1,14,16,15.76,15,0,1,0,1
7852,9,5400000,2,54.0,25.7,11.2,1,9,14,34.0,20,0,1,-,0
7853,9,5400000,1,44.1,17.6,10.0,0,24,25,29.48,-,0,1,0,1
7854,9,5400000,1,44.1,17.6,10.0,0,24,25,30.08,10,0,1,0,1
7855,9,5400000,1,44.1,17.7,10.1,0,8,17,17.54,19,1,1,-,1
7856,9,5407793,2,60.5,34.7,9.1,1,21,22,17.55,10,0,1,-,0
7857,9,5413500,1,40.1,-,12.0,1,5,9,26.94,10,0,0,-,0
