N,District,Price,Rooms,Totsp,Livesp,Kitsp,Brick,Floor,Nfloors,Dist,Metrdist,Walk,Bal,Tel,New
7196,8,15133340,2,65.0,31.6,4.7,0,8,9,11.87,3,0,1,-,0
7197,8,34000000,2,80.0,50.0,30.0,1,2,2,13.08,20,1,0,1,1
7198,8,60000000,3,140.0,71.0,17.0,1,36,40,16.22,5,1,1,1,1
7199,8,55900000,4,170.0,110.0,20.0,1,30,48,16.04,20,1,1,1,1
7200,8,15150000,3,79.0,56.0,12.0,0,14,14,13.57,19,1,1,1,1
7201,8,15200000,3,77.3,40.1,11.0,0,9,14,18.94,6,1,1,-,1
7202,8,15300000,3,79.0,49.0,12.0,0,1,7,23.04,-,0,0,-,1
7203,8,15341733,3,90.1,50.4,12.6,1,6,19,18.22,5,1,1,-,0
7204,8,15341732,3,90.1,50.4,12.6,1,6,19,18.22,5,1,1,-,0
7205,8,15341644,3,92.0,51.2,12.6,1,2,19,18.22,5,1,1,-,0
7206,8,15383740,2,57.7,34.4,5.1,0,7,9,11.87,3,0,1,-,0
7207,8,15450000,3,80.0,46.0,10.5,0,20,22,25.63,5,1,1,1,1
7208,8,15478727,3,97.3,54.7,12.5,1,4,19,18.22,5,1,1,-,0
7209,8,15500000,3,98.0,64.0,12.0,1,13,19,22.2,15,0,1,0,1
7210,8,15500000,2,88.0,44.0,16.0,1,20,25,23.05,10,1,1,1,1
7211,8,15500000,2,74.0,35.0,13.0,1,5,18,23.74,10,0,1,1,1
7212,8,15540320,2,70.0,42.7,5.5,0,3,9,11.87,3,0,1,-,0
7213,8,15590100,3,99.3,48.7,16.0,1,9,23,13.11,10,1,1,-,0
7214,8,15618727,3,94.8,51.9,12.0,1,2,19,18.22,5,1,1,-,0
7215,8,15618727,3,94.8,51.9,12.0,1,2,19,18.22,5,1,1,-,0
7216,8,15652561,2,71.2,41.3,5.5,0,2,9,11.87,3,0,1,-,0
7217,8,15672268,2,68.6,30.2,6.2,0,6,9,11.87,3,0,1,-,0
7218,8,15699200,1,44.6,15.1,13.5,0,15,18,11.93,3,0,1,-,0
7219,8,15703761,3,97.7,54.7,12.5,1,2,13,18.22,5,1,1,-,0
7220,8,15706200,1,39.2,19.7,15.0,1,12,17,11.93,7,1,0,-,0
7221,8,15734813,2,70.2,42.1,5.5,0,4,9,11.87,3,0,1,-,0
7222,8,15744301,3,94.7,51.9,12.0,1,2,19,18.22,5,1,1,-,0
7223,8,15750236,2,69.6,42.1,5.5,0,5,9,11.87,3,0,1,-,0
7224,8,15800000,3,100.1,54.3,26.0,1,8,11,22.29,10,0,1,-,1
7225,8,7000000,1,41.0,20.5,9.2,0,7,12,20.75,15,1,1,1,1
7226,8,7200000,1,34.6,19.3,9.6,0,7,14,18.67,10,1,1,1,1
7227,8,10731538,1,39.0,15.0,11.0,0,4,22,19.64,20,1,0,-,1
7228,8,15800000,3,76.0,46.7,9.1,1,8,27,14.55,-,0,1,1,1
7229,8,15865858,3,96.3,53.7,12.5,1,3,19,18.22,5,1,1,-,0
7230,8,15890000,1,55.0,35.0,15.0,1,4,33,16.11,11,1,0,0,1
7231,8,15900000,3,94.3,65.3,14.4,1,1,9,23.0,-,0,1,0,1
7232,8,15900000,2,55.0,30.0,17.0,1,4,33,16.11,11,1,0,-,1
7233,8,15900000,2,69.0,34.0,12.6,1,15,22,19.64,12,1,1,1,1
7234,8,15900000,3,82.0,45.7,10.0,0,8,14,12.11,1,1,1,1,1
7235,8,15900000,3,73.0,45.0,11.0,1,5,18,14.81,5,0,1,1,1
7236,8,15917116,3,93.2,51.9,12.0,1,5,19,18.22,5,1,1,-,0
7237,8,15919882,2,68.4,-,5.0,0,8,9,11.87,3,0,1,-,0
7238,8,15975146,2,70.6,41.3,5.5,0,5,9,11.87,3,0,1,-,0
7239,8,15990000,2,93.5,54.2,20.0,1,5,9,23.0,-,0,1,0,1
7240,8,15990000,1,69.0,30.0,16.0,1,5,48,16.04,-,0,0,0,1
7241,8,16000000,3,74.0,44.0,10.0,0,14,16,20.14,18,0,1,1,1
7242,8,16000000,2,53.0,30.0,10.0,0,20,31,13.9,20,1,0,-,1
7243,8,16000000,3,66.1,44.1,9.0,1,2,14,11.89,6,1,1,1,1
7244,8,16000000,2,62.0,35.0,13.0,1,4,17,20.8,20,1,1,1,1
7245,8,16000000,3,77.0,46.0,10.0,0,7,16,21.05,15,0,1,1,1
7246,8,16016000,3,91.0,30.7,23.0,1,18,23,13.11,10,1,1,-,0
7247,8,16059422,3,96.3,53.7,12.5,1,6,13,18.22,5,1,1,-,0
7248,8,16200000,2,51.0,32.0,12.0,1,18,19,13.82,-,0,0,0,1
7249,8,16200000,3,73.7,55.0,9.0,0,7,17,19.33,14,1,1,1,1
7250,8,16208838,2,70.3,-,5.0,0,7,9,11.87,3,0,1,-,0
7251,8,16227200,3,92.2,56.8,12.4,1,18,23,13.11,10,1,1,-,0
7252,8,16259293,2,72.6,38.3,4.2,0,6,9,11.87,3,0,1,-,0
7253,8,7800000,2,53.1,31.8,9.2,0,2,17,26.29,8,1,1,0,1
7254,8,62869257,3,133.0,83.0,20.0,0,7,14,12.96,10,1,1,1,1
7255,8,9700000,3,64.0,45.0,8.0,0,2,12,21.46,12,1,0,-,1
7256,8,16285308,2,71.3,42.7,5.5,0,6,9,11.87,3,0,1,-,0
7257,8,16300000,2,50.0,35.0,10.0,0,24,30,14.17,7,0,0,0,1
7258,8,16337913,3,93.2,51.9,12.0,1,16,19,18.22,5,1,1,-,0
7259,8,16357493,2,72.3,42.7,5.5,0,5,9,11.87,3,0,1,-,0
7260,8,16400000,2,53.0,40.0,13.0,1,8,23,13.82,5,0,0,0,1
7261,8,16421539,2,71.9,42.7,5.5,0,6,9,11.87,3,0,1,-,0
7262,8,16432200,2,53.7,-,-,1,24,31,14.16,12,0,0,-,0
7263,8,16500000,1,57.3,30.0,14.0,1,15,30,16.21,13,1,1,-,1
7264,8,16500000,2,80.0,42.0,15.0,0,10,15,22.29,10,0,1,1,1
7265,8,16500000,2,70.0,40.0,12.0,0,22,25,23.05,10,1,0,-,1
7266,8,16500000,3,86.0,49.0,12.0,0,3,9,25.29,16,1,1,-,1
7267,8,16700000,5,100.0,60.6,17.0,0,1,14,21.11,8,1,0,1,1
7268,8,16700000,2,70.0,34.3,17.0,0,12,17,13.81,-,0,1,-,1
7269,8,16700000,3,90.4,51.0,12.6,1,11,13,18.14,8,1,1,-,0
7270,8,16750000,2,91.0,65.0,16.0,1,3,31,11.8,15,1,1,-,0
7271,8,16800000,3,70.6,42.0,9.5,1,18,20,14.81,15,0,1,1,1
7272,8,16820200,1,48.6,19.7,15.2,0,4,18,11.93,3,0,1,-,0
7273,8,16900000,2,60.0,30.0,14.0,1,5,20,14.63,-,0,0,1,1
7274,8,16900000,2,76.0,46.0,-,1,3,11,23.23,-,0,1,1,1
7275,8,16977572,3,90.4,51.2,12.6,1,14,16,18.22,5,1,1,-,0
7276,8,17000000,3,114.3,65.0,18.0,0,5,9,24.86,20,1,1,-,1
7277,8,17199000,2,54.6,-,-,1,30,31,14.16,12,0,0,-,0
7278,8,17200000,2,75.5,35.0,15.0,0,22,22,19.64,10,1,1,1,1
7279,8,17400000,4,124.0,80.0,13.5,0,9,12,23.53,10,0,1,0,1
7280,8,17431488,2,76.0,37.0,12.0,1,14,22,19.64,10,1,0,0,1
7281,8,39000000,4,145.0,95.0,14.0,1,11,16,13.63,-,0,1,-,0
7282,8,4800000,1,33.0,21.5,6.5,0,4,9,18.73,7,1,1,1,1
7283,8,25900000,2,75.0,40.0,20.0,1,7,35,18.61,20,1,1,1,1
7284,8,17431488,2,73.4,-,-,1,14,16,19.64,2,0,1,-,0
7285,8,17484646,3,93.1,51.9,12.0,1,14,19,18.22,5,1,1,-,0
7286,8,17494200,3,90.0,51.0,12.0,1,10,24,13.69,12,1,1,-,0
7287,8,17500000,2,69.0,40.0,15.0,1,8,48,16.04,7,0,0,0,1
7288,8,17500000,2,65.0,34.0,10.0,1,9,22,14.63,15,0,0,1,1
7289,8,17500000,4,100.0,66.0,11.0,0,3,22,25.72,5,1,1,1,1
7290,8,17500000,3,84.0,65.0,11.0,1,8,9,9.57,24,1,1,-,1
7291,8,17550000,3,116.0,46.0,12.0,1,9,9,12.15,2,1,1,1,1
7292,8,17563026,3,93.3,51.9,12.0,1,10,13,18.22,5,1,1,-,0
7293,8,17579021,3,90.7,51.2,12.6,1,10,13,18.22,5,1,1,-,0
7294,8,17581518,3,88.0,48.0,14.0,1,12,24,13.69,10,1,1,-,0
7295,8,17684623,3,92.0,55.0,14.0,1,5,24,13.69,10,1,1,-,0
7296,8,17788000,1,44.7,15.1,13.5,0,14,18,11.93,3,0,1,-,0
7297,8,17789420,2,82.6,52.1,5.2,0,2,9,11.87,3,0,1,-,0
7298,8,17800000,3,90.0,50.0,17.0,1,9,9,23.04,-,0,1,1,1
7299,8,17855803,2,117.5,-,6.2,0,4,9,11.87,3,0,1,-,0
7300,8,17900000,4,108.0,82.0,12.0,1,7,10,23.6,-,0,1,-,1
7301,8,17900000,2,55.0,30.0,15.0,1,13,40,14.34,10,0,0,1,1
7302,8,17900000,2,81.0,45.0,18.0,1,15,27,14.82,20,1,1,1,1
7303,8,17900000,1,55.0,36.0,14.0,1,13,40,14.34,7,0,1,0,1
7304,8,18000000,1,65.0,30.0,20.0,1,9,26,15.26,18,0,1,1,1
7305,8,18000000,2,50.0,33.0,-,1,6,7,13.32,13,1,1,1,1
7306,8,18196300,3,95.8,-,-,0,11,24,13.69,15,1,1,-,0
7307,8,18200000,3,80.0,48.4,9.0,0,5,12,20.33,7,1,1,1,1
7308,8,18200000,2,76.8,41.0,11.0,1,2,6,12.67,5,1,0,1,1
7309,9,2912000,1,22.4,11.2,5.0,0,1,9,18.37,5,0,0,-,0
7310,9,9315118,2,77.1,33.1,12.0,1,5,9,19.26,10,0,1,-,0
7311,9,5453000,1,41.0,22.0,12.0,1,6,17,19.0,5,0,1,-,0
7312,9,1380000,1,34.5,34.5,-,1,2,3,44.11,-,0,0,-,1
7313,9,1390000,1,14.3,11.0,-,0,2,3,19.32,9,1,0,-,1
7314,9,1399111,1,15.1,15.0,-,1,3,3,28.1,15,0,0,-,0
7315,9,1399444,1,15.4,10.0,5.4,1,3,3,27.92,17,0,0,1,1
7316,9,1399666,1,15.6,14.4,-,1,3,3,29.08,-,0,0,1,1
7317,9,1490000,1,26.0,20.0,4.0,1,3,3,28.23,25,0,0,0,1
7318,9,1599222,1,20.2,20.0,-,1,1,3,27.9,16,0,0,1,1
7319,9,1599333,1,20.3,15.3,5.0,1,1,3,28.1,19,0,0,-,0
7320,9,1740000,1,22.0,19.0,3.0,1,1,3,28.23,-,0,0,-,1
7321,9,1790000,1,29.0,22.0,4.0,1,3,3,28.26,25,0,0,0,1
7322,9,1790000,1,29.0,22.0,4.0,1,3,3,28.26,25,0,0,0,1
7323,9,1790000,1,25.9,25.9,-,1,3,3,28.26,-,0,0,-,1
7324,9,1799900,1,17.0,12.0,5.0,1,3,4,16.78,-,0,0,1,1
7325,9,1899111,1,23.1,23.0,-,1,2,3,26.68,18,0,0,-,0
7326,9,1899333,1,23.3,17.3,6.0,1,1,3,26.94,20,0,0,-,0
7327,9,1899555,1,23.5,23.0,-,1,2,3,27.93,-,0,0,1,1
7328,9,1990000,1,26.0,20.0,4.0,1,2,3,28.2,25,0,0,-,1
7329,9,1990000,1,27.0,20.0,6.0,0,2,3,28.2,20,0,0,-,1
7330,9,2104336,1,26.8,-,-,1,1,8,25.53,15,0,0,-,0
7331,9,2123000,1,26.0,20.0,5.0,1,2,3,28.23,25,0,0,-,1
7332,9,2123000,1,26.0,16.0,5.0,1,2,3,28.26,25,0,0,-,1
7333,9,2123000,1,26.0,20.0,5.0,1,2,3,28.26,25,0,0,-,1
7334,9,2175004,1,27.7,-,-,1,1,7,25.53,15,0,0,-,0
7335,9,2190000,1,31.8,23.0,4.0,1,3,3,19.54,-,0,0,-,1
7336,9,2190000,1,32.0,22.0,5.0,0,3,3,19.23,30,1,0,0,1
7337,9,4428000,1,36.0,16.0,9.0,1,3,3,17.5,15,1,1,-,0
7338,9,10200000,2,65.0,38.0,12.0,0,8,17,17.51,-,0,1,1,1
7339,9,1800000,1,18.0,14.0,3.0,1,2,17,17.51,15,0,0,0,1
7340,9,2223000,1,27.0,20.0,4.0,1,2,3,28.26,25,0,0,-,1
7341,9,2223000,1,27.0,22.0,4.0,1,2,3,28.26,25,0,0,-,1
7342,9,2250000,1,19.0,17.0,-,0,2,3,19.24,10,1,0,-,1
7343,9,2290000,2,32.0,22.0,5.0,1,2,3,19.54,-,0,0,0,1
7344,9,2290000,2,32.0,22.0,5.0,0,2,3,19.23,30,1,0,0,1
7345,9,2299111,1,26.1,20.0,-,1,1,3,20.42,15,1,0,-,0
7346,9,2299333,1,26.3,20.3,6.0,1,1,3,18.67,10,0,0,-,0
7347,9,2299444,1,26.4,20.4,6.0,1,1,3,16.61,16,1,0,1,1
7348,9,2340000,2,32.0,22.0,5.0,0,1,3,19.23,30,1,0,0,1
7349,9,2340000,2,32.0,25.0,4.0,1,1,3,19.54,-,0,0,-,1
7350,9,2346000,1,63.8,23.9,34.4,1,5,5,28.94,15,0,0,-,0
7351,9,2366208,1,28.8,-,-,1,2,8,25.53,15,0,0,-,0
7352,9,2387840,1,28.7,-,-,1,3,8,25.53,15,0,0,-,0
7353,9,2390000,1,32.0,25.0,5.0,1,3,3,19.23,15,0,1,-,1
7354,9,2390000,2,43.0,34.0,5.0,0,3,3,19.54,30,1,1,0,1
7355,9,2390000,1,43.0,35.5,5.0,0,3,3,19.23,-,0,1,0,1
7356,9,2480000,1,32.0,18.0,6.0,1,1,3,19.58,14,1,0,-,1
7357,9,2490000,1,26.0,20.0,-,1,1,3,17.67,-,0,0,0,1
7358,9,2580000,1,33.0,25.0,5.0,1,1,3,20.06,15,1,0,-,1
7359,9,2580000,1,34.0,24.0,5.0,0,2,3,19.71,17,1,0,-,1
7360,9,2590000,2,40.0,30.0,7.0,1,2,3,19.23,30,1,0,-,1
7361,9,2590000,2,40.0,30.0,6.0,0,2,3,19.23,30,1,0,0,1
7362,9,2590000,2,40.0,33.0,5.0,1,2,3,19.23,7,0,0,-,1
7363,9,2685384,1,34.2,-,-,1,1,8,25.53,15,0,0,-,0
7364,9,2690000,1,24.0,20.0,3.0,0,2,3,20.59,-,0,1,-,1
7365,9,8500000,3,75.0,45.0,11.0,0,5,17,28.82,-,0,1,-,1
7366,9,3590661,1,25.9,-,-,1,3,24,19.0,20,0,0,-,0
7367,9,2600000,1,30.0,20.0,7.0,1,2,2,17.08,10,0,1,-,1
7368,9,2749222,1,34.2,34.0,-,1,3,3,17.04,18,1,0,1,1
7369,9,2749444,1,34.4,30.4,4.0,1,3,3,17.48,18,1,0,1,1
7370,9,2749666,1,34.6,32.1,-,1,3,3,16.7,-,0,0,1,1
7371,9,2750000,1,22.0,-,-,1,17,22,17.06,14,0,0,-,0
7372,9,2750000,1,33.0,24.0,6.0,0,3,3,28.06,20,0,0,-,1
7373,9,2750000,1,33.0,24.0,7.0,1,3,3,28.15,25,0,0,0,1
7374,9,2750000,1,22.0,16.5,-,0,18,18,18.45,25,1,0,-,0
7375,9,2790000,2,32.0,22.0,5.0,0,1,3,19.54,30,1,0,0,1
7376,9,2790000,1,32.0,25.0,5.0,1,1,3,19.23,30,1,0,-,1
7377,9,2795312,1,35.6,-,-,1,1,7,25.53,15,0,0,-,0
7378,9,2892000,1,24.1,-,-,1,17,22,17.06,14,0,0,-,0
7379,9,2917200,1,22.1,10.7,3.4,1,18,24,17.06,14,0,0,-,0
7380,9,2920000,1,36.0,25.0,5.0,1,2,3,19.97,15,1,1,-,1
7381,9,2920000,1,37.0,30.0,4.0,0,2,3,19.97,18,1,1,-,1
7382,9,2924800,1,32.8,17.8,6.0,1,1,5,28.68,25,0,1,-,0
7383,9,2952000,1,24.6,-,-,1,3,22,17.06,14,0,0,-,0
7384,9,2972800,1,32.7,17.7,6.0,1,4,5,28.68,25,0,1,-,0
7385,9,2990000,1,29.0,22.0,4.0,0,2,3,20.59,-,0,1,-,1
7386,9,2990000,1,34.0,20.0,-,1,3,3,17.67,20,1,0,-,1
7387,9,3022800,1,22.9,11.0,3.5,1,11,24,17.06,14,0,0,-,0
7388,9,3029100,1,23.0,14.1,5.1,1,6,18,18.37,5,0,0,-,0
7389,9,3102000,1,23.5,10.5,4.5,1,15,24,17.06,14,0,0,-,0
7390,9,3108000,1,25.9,-,-,1,12,22,17.06,14,0,0,-,0
7391,9,3111900,1,25.3,12.4,4.5,1,18,22,17.06,14,0,0,-,0
7392,9,3132000,1,26.1,14.4,3.4,1,6,22,17.06,14,0,0,-,0
7393,9,8000000,2,74.0,36.0,14.0,1,10,17,16.6,15,0,1,0,1
7394,9,18960000,3,125.0,65.0,20.0,1,10,13,19.21,5,0,1,0,1
7395,9,7700000,2,60.0,31.0,14.0,0,3,3,27.33,15,0,1,0,1
7396,9,3140000,1,33.0,18.0,8.0,1,2,14,33.79,15,0,1,-,0
7397,9,3142758,1,34.0,-,-,1,2,15,18.67,10,1,1,-,0
7398,9,3153183,1,26.8,13.6,5.0,0,6,6,17.56,-,0,1,-,0
7399,9,3159468,3,38.7,-,-,1,8,8,25.53,15,0,0,-,0
7400,9,3175600,1,34.1,19.3,5.2,1,9,12,28.68,25,0,1,-,0
7401,9,3175600,1,35.0,19.8,5.2,1,11,11,28.68,25,0,1,-,0
7402,9,3179592,1,38.7,-,-,1,6,8,25.53,15,0,0,-,0
7403,9,3180600,1,28.5,14.1,6.3,1,14,18,18.37,5,0,0,-,0
7404,9,3190000,1,23.0,12.0,5.0,0,5,9,18.3,18,1,0,-,0
7405,9,3197040,1,31.0,-,-,1,13,15,18.67,10,1,1,-,0
7406,9,3200000,2,75.0,50.0,20.0,1,2,4,18.22,20,1,1,-,1
7407,9,3223548,1,41.3,-,-,1,6,8,25.53,15,0,0,-,0
7408,9,3252300,1,37.4,16.1,10.6,1,3,12,28.69,25,0,1,-,0
7409,9,3262574,1,41.8,-,-,1,5,7,25.53,15,0,0,-,0
7410,9,3285000,1,30.0,16.0,7.0,1,18,22,17.57,-,0,1,0,1
7411,9,3292697,1,37.7,-,-,0,2,7,47.56,-,0,1,-,0
7412,9,3300000,1,40.0,22.0,10.0,1,5,17,21.02,-,0,1,-,0
7413,9,3303152,1,43.7,-,-,1,1,7,25.53,15,0,0,-,0
7414,9,3313563,2,38.6,-,-,0,1,7,47.56,-,0,0,-,0
7415,9,3340200,1,38.9,17.6,10.6,1,3,11,28.68,25,0,1,-,0
7416,9,3348000,1,27.0,-,-,1,13,22,17.06,14,0,0,-,0
7417,9,3350000,1,39.0,18.0,12.0,1,11,16,30.09,20,0,1,1,1
7418,9,3374000,1,48.2,17.0,17.0,1,1,19,39.5,30,0,1,0,1
7419,9,3388000,1,24.2,12.3,3.5,1,3,24,17.06,14,0,0,-,0
7420,9,3400000,1,39.6,19.6,11.4,1,2,4,30.36,-,0,1,-,0
7421,9,10500000,3,104.0,65.0,12.0,0,10,25,29.43,25,0,1,-,1
7422,9,6600000,2,51.0,28.0,10.0,1,2,3,17.54,7,0,1,0,1
7423,9,5694480,3,72.0,-,-,1,9,12,18.67,10,1,1,-,0
7424,9,3400000,1,39.0,37.0,-,0,4,4,28.93,-,0,1,-,0
7425,9,3405600,1,25.8,14.2,4.6,1,23,24,17.06,14,0,0,-,0
7426,9,3430000,1,24.5,10.2,7.3,1,12,24,17.06,14,0,0,-,0
7427,9,3441000,1,37.5,-,-,1,9,9,25.53,15,0,0,-,0
7428,9,3443530,1,35.0,-,-,1,2,9,18.67,10,1,1,-,0
7429,9,3472170,1,31.0,-,-,1,7,9,18.67,10,1,1,-,0
7430,9,3481700,1,37.0,-,-,1,7,12,18.67,10,1,1,-,0
7431,9,3487000,1,38.2,15.2,-,1,3,3,25.53,15,0,0,-,0
7432,9,3490000,1,31.0,18.0,6.0,1,1,4,15.93,10,0,0,0,1
7433,9,3493212,1,33.6,-,-,0,7,7,47.56,-,0,1,-,0
7434,9,3496730,1,44.8,-,-,1,6,8,25.53,15,0,0,-,0
7435,9,3497000,1,26.9,10.8,7.3,1,22,22,17.06,14,0,0,-,0
7436,9,3498110,1,28.9,14.8,5.0,0,3,10,17.56,-,0,1,-,0
7437,9,3499000,1,31.0,25.0,6.0,1,1,5,42.49,35,0,0,0,1
7438,9,3500000,1,32.2,20.2,5.2,0,3,5,21.93,15,0,1,1,1
7439,9,3500000,1,40.0,18.0,10.0,1,14,19,39.45,-,0,1,1,1
7440,9,3500000,2,45.0,30.0,5.0,1,1,5,42.68,-,0,0,-,1
7441,9,3500000,1,41.0,13.4,9.9,1,2,3,25.74,-,0,0,0,1
7442,9,3507200,1,27.4,14.1,5.1,1,13,18,18.37,5,0,0,-,0
7443,9,3523357,1,37.9,-,-,0,5,7,47.56,-,0,1,-,0
7444,9,3524620,1,47.6,42.6,5.0,1,7,17,21.02,15,0,1,-,0
7445,9,3532800,1,27.6,14.1,5.1,1,13,18,18.37,5,0,0,-,0
7446,9,3535000,1,38.3,15.1,-,1,2,3,25.53,15,0,0,-,0
7447,9,3549200,1,38.4,18.9,7.3,1,4,12,28.68,25,0,1,-,0
7448,9,3549200,1,38.7,17.6,10.6,1,11,11,28.68,25,0,1,-,0
7449,9,4900000,1,42.0,18.0,12.0,1,6,9,26.94,20,1,1,-,0
7450,9,4899000,2,65.3,35.0,10.5,1,15,18,17.45,15,0,1,-,0
7451,9,3491310,1,40.1,21.7,-,1,12,17,20.98,17,0,1,-,0
7452,9,3557585,1,41.0,-,-,1,2,9,18.67,10,1,1,-,0
7453,9,3563273,2,46.5,-,-,0,1,7,47.56,-,0,0,-,0
7454,9,3565000,1,35.6,15.6,12.8,1,2,3,25.74,20,0,0,0,1
7455,9,3568200,1,38.6,15.5,11.5,1,12,12,28.68,25,0,1,-,0
7456,9,3590000,1,26.0,20.0,6.0,1,10,25,19.01,15,0,1,-,0
7457,9,3590000,1,26.0,15.0,9.0,1,10,24,19.15,5,0,1,-,0
7458,9,3590000,1,25.9,10.0,9.0,1,13,25,19.21,5,0,1,-,0
7459,9,3600000,1,40.0,20.0,9.0,0,12,17,17.65,-,0,1,-,1
7460,9,3600000,2,56.0,37.0,10.0,1,2,8,31.07,-,0,1,-,0
7461,9,3600300,1,33.7,-,-,0,5,17,28.6,25,0,1,-,0
7462,9,3622300,1,37.3,16.1,10.6,1,6,11,28.68,25,0,1,-,0
7463,9,3627000,1,31.0,-,-,1,2,22,17.06,14,0,0,-,0
7464,9,3627514,1,30.8,16.0,5.0,1,3,4,17.43,10,0,1,-,0
7465,9,3632200,1,28.6,-,-,1,16,24,17.06,14,0,0,-,0
7466,9,3634009,2,41.7,-,-,0,7,7,47.56,-,0,1,-,0
7467,9,3637760,1,37.1,21.0,6.4,0,10,13,17.56,-,0,1,-,0
7468,9,3638439,1,41.0,-,-,1,2,9,18.67,10,1,1,-,0
7469,9,3650000,1,40.0,16.0,12.0,0,2,3,25.46,20,0,0,0,1
7470,9,3670943,1,41.6,-,-,1,7,9,25.53,15,0,0,-,0
7471,9,3671370,1,34.0,-,-,1,2,9,18.67,10,1,1,-,0
7472,9,3682000,1,26.3,11.0,3.9,1,2,24,17.06,14,0,0,-,0
7473,9,3690830,1,38.0,-,-,1,14,15,18.67,10,1,1,-,0
7474,9,3694481,1,37.8,-,-,0,5,7,47.56,-,0,1,-,0
7475,9,3700000,1,44.1,21.0,8.4,1,8,17,20.97,15,0,1,-,1
7476,9,3700000,1,38.0,17.0,12.0,1,17,19,17.43,10,0,1,-,1
7477,9,3881628,2,45.7,25.7,5.0,1,3,10,29.14,25,0,1,-,0
7478,9,6200000,2,61.0,38.0,9.5,1,11,17,17.43,-,0,1,0,1
7479,9,10200000,2,65.0,38.0,12.0,0,8,17,17.51,-,0,1,1,1
7480,9,3700000,1,40.0,20.0,10.0,1,1,3,27.77,15,0,0,-,1
7481,9,3700000,1,30.0,15.5,8.0,1,4,17,34.15,20,0,1,-,0
7482,9,3700250,1,36.0,-,-,1,12,13,18.67,10,1,1,-,0
7483,9,3706710,1,40.0,-,-,1,4,12,18.67,10,1,1,-,0
7484,9,3720480,1,37.0,-,-,1,8,14,18.67,10,1,1,-,0
7485,9,3724500,2,57.3,28.5,10.1,1,1,19,39.5,30,0,1,0,1
7486,9,3730000,2,42.0,32.0,5.0,0,2,3,17.66,10,0,0,-,1
7487,9,3730000,1,42.0,33.0,4.0,1,2,3,17.7,-,0,0,1,1
7488,9,3734300,1,34.9,16.7,5.4,1,10,18,18.37,5,0,0,-,0
7489,9,3744000,1,38.4,15.2,-,1,2,3,25.53,15,0,0,-,0
7490,9,3763000,1,26.5,-,-,1,13,24,17.06,14,0,0,-,0
7491,9,3779100,1,39.8,15.7,9.4,1,2,17,15.99,15,0,0,-,0
7492,9,3779475,2,45.3,-,-,0,3,7,47.56,-,0,1,-,0
7493,9,3780450,1,47.0,26.0,-,1,1,16,16.51,15,0,1,-,0
7494,9,3787000,1,38.4,15.2,-,1,3,3,25.53,15,0,0,-,0
7495,9,3800000,1,34.0,15.0,8.0,0,4,9,18.37,28,1,0,-,0
7496,9,3800000,2,47.0,36.0,4.0,0,3,3,47.88,30,0,1,-,1
7497,9,3800000,1,41.0,20.0,8.0,1,3,3,25.74,-,0,1,-,1
7498,9,3817650,1,47.0,26.0,-,1,1,16,16.51,15,0,1,-,0
7499,9,3837600,2,31.2,-,-,1,22,22,17.06,14,0,0,-,0
7500,9,3850000,1,48.0,24.0,9.0,1,8,17,21.02,15,0,1,-,0
7501,9,3850000,1,43.0,16.0,12.0,1,3,3,25.51,20,0,0,1,1
7502,9,3850000,1,42.0,13.0,21.0,0,2,3,30.04,-,0,1,0,1
7503,9,3851000,1,41.4,-,-,1,1,3,25.53,15,0,0,-,0
7504,9,3854000,1,43.2,20.5,12.7,1,3,6,17.6,10,0,1,-,0
7505,9,1800000,1,18.0,14.0,3.0,1,2,17,17.51,15,0,0,0,1
7506,9,18960000,3,125.0,65.0,20.0,1,10,13,19.21,5,0,1,0,1
7507,9,5694480,3,72.0,-,-,1,9,12,18.67,10,1,1,-,0
7508,9,3863420,1,37.0,-,-,1,9,9,18.67,10,1,1,-,0
7509,9,3870900,1,34.5,17.0,5.3,1,7,18,18.37,5,0,0,-,0
7510,9,3880000,1,28.0,18.0,8.0,0,20,25,17.66,15,0,1,-,1
7511,9,3882660,1,40.0,-,-,1,2,13,18.67,10,1,1,-,0
7512,9,3900000,1,48.0,20.0,13.0,1,2,22,17.54,-,0,1,0,1
7513,9,3950000,1,42.1,16.1,-,1,2,3,25.53,15,0,0,-,0
7514,9,3957510,1,39.0,19.0,-,1,5,16,16.51,15,0,1,-,0
7515,9,3960000,1,44.4,-,-,1,4,9,25.53,15,0,0,-,0
7516,9,3968960,2,31.4,18.1,4.0,1,24,24,17.06,14,0,0,-,0
7517,9,3971000,2,36.1,-,-,1,7,22,17.06,14,0,0,-,0
7518,9,3980397,1,45.1,-,-,1,2,9,25.53,15,0,0,-,0
7519,9,3986500,1,43.0,22.0,-,1,2,16,16.51,15,0,1,-,0
7520,9,4000000,1,39.2,15.8,11.4,1,3,15,17.43,-,0,1,-,1
7521,9,4002810,1,39.0,-,-,1,7,7,18.67,10,1,1,-,0
7522,9,4012000,1,34.0,-,-,1,4,22,17.06,14,0,0,-,0
7523,9,4030100,1,42.2,14.0,17.9,1,13,18,18.37,5,0,0,-,0
7524,9,4041000,1,41.4,16.8,-,1,3,3,25.53,15,0,0,-,0
7525,9,4046000,2,34.0,20.8,7.5,1,5,22,17.06,14,0,0,-,0
7526,9,4050000,1,44.0,22.0,9.0,1,2,17,21.02,20,0,1,-,0
